"releaseStage","operationId","summary","apiDocsUrl","method","path","pathParams","requestBodyParams","responseParams","tags","pythonOperation","oauthScopes"
"GA","updateNetworkSensorMqttBroker","Update the sensor settings of an MQTT broker","https://developer.cisco.com/meraki/api-v1/update-network-sensor-mqtt-broker/","put","/networks/{networkId}/sensor/mqttBrokers/{mqttBrokerId}","networkId, mqttBrokerId","enabled","enabled, mqttBrokerId","sensor, configure, mqttBrokers","sensor.updateNetworkSensorMqttBroker","sensor:telemetry:write"
"GA","getNetworkSensorRelationships","List the sensor roles for devices in a given network","https://developer.cisco.com/meraki/api-v1/get-network-sensor-relationships/","get","/networks/{networkId}/sensor/relationships","networkId","","device, livestream, name, productType, relatedDevices, relationships, serial","sensor, configure, relationships","sensor.getNetworkSensorRelationships","sensor:config:read"
"beta","getNetworkSensorSchedules","Returns a list of all sensor schedules.","https://developer.cisco.com/meraki/api-v1/get-network-sensor-schedules/","get","/networks/{networkId}/sensor/schedules","networkId","","","sensor, configure, schedules","sensor.getNetworkSensorSchedules",""
"GA","getNetworkSettings","Return the settings for a network","https://developer.cisco.com/meraki/api-v1/get-network-settings/","get","/networks/{networkId}/settings","networkId","","authentication, enabled, fips, localStatusPage, localStatusPageEnabled, namedVlans, remoteStatusPageEnabled, securePort, username","networks, configure, settings","networks.getNetworkSettings","dashboard:general:config:read"
"GA","updateNetworkSettings","Update the settings for a network","https://developer.cisco.com/meraki/api-v1/update-network-settings/","put","/networks/{networkId}/settings","networkId","authentication, enabled, fips, localStatusPage, localStatusPageEnabled, namedVlans, password, remoteStatusPageEnabled, securePort, username","authentication, enabled, fips, localStatusPage, localStatusPageEnabled, namedVlans, remoteStatusPageEnabled, securePort, username","networks, configure, settings","networks.updateNetworkSettings","dashboard:general:config:write"
"GA","createNetworkSmBypassActivationLockAttempt","Bypass activation lock attempt","https://developer.cisco.com/meraki/api-v1/create-network-sm-bypass-activation-lock-attempt/","post","/networks/{networkId}/sm/bypassActivationLockAttempts","networkId","ids","","sm, configure, bypassActivationLockAttempts","sm.createNetworkSmBypassActivationLockAttempt",""
"GA","getNetworkSmBypassActivationLockAttempt","Bypass activation lock attempt status","https://developer.cisco.com/meraki/api-v1/get-network-sm-bypass-activation-lock-attempt/","get","/networks/{networkId}/sm/bypassActivationLockAttempts/{attemptId}","networkId, attemptId","","","sm, configure, bypassActivationLockAttempts","sm.getNetworkSmBypassActivationLockAttempt",""
"GA","getNetworkSmDevices","List the devices enrolled in an SM network with various specified fields and filters","https://developer.cisco.com/meraki/api-v1/get-network-sm-devices/","get","/networks/{networkId}/sm/devices","networkId, fields, wifiMacs, serials, ids, uuids, systemTypes, scope, perPage, startingAfter, endingBefore","","id, ip, name, notes, osName, serial, serialNumber, ssid, systemModel, tags, uuid, wifiMac","sm, configure, devices","sm.getNetworkSmDevices","sm:config:read"
"GA","checkinNetworkSmDevices","Force check-in a set of devices","https://developer.cisco.com/meraki/api-v1/checkin-network-sm-devices/","post","/networks/{networkId}/sm/devices/checkin","networkId","ids, scope, serials, wifiMacs","ids","sm, configure, devices","sm.checkinNetworkSmDevices","sm:config:write"
"GA","updateNetworkSmDevicesFields","Modify the fields of a device","https://developer.cisco.com/meraki/api-v1/update-network-sm-devices-fields/","put","/networks/{networkId}/sm/devices/fields","networkId","deviceFields, id, name, notes, serial, wifiMac","id, name, notes, serial, wifiMac","sm, configure, devices, fields","sm.updateNetworkSmDevicesFields","sm:config:write"
"GA","lockNetworkSmDevices","Lock a set of devices","https://developer.cisco.com/meraki/api-v1/lock-network-sm-devices/","post","/networks/{networkId}/sm/devices/lock","networkId","ids, pin, scope, serials, wifiMacs","ids","sm, configure, devices","sm.lockNetworkSmDevices","sm:config:write"
"GA","modifyNetworkSmDevicesTags","Add, delete, or update the tags of a set of devices","https://developer.cisco.com/meraki/api-v1/modify-network-sm-devices-tags/","post","/networks/{networkId}/sm/devices/modifyTags","networkId","ids, scope, serials, tags, updateAction, wifiMacs","id, serial, tags, wifiMac","sm, configure, devices","sm.modifyNetworkSmDevicesTags","sm:config:write"
"GA","moveNetworkSmDevices","Move a set of devices to a new network","https://developer.cisco.com/meraki/api-v1/move-network-sm-devices/","post","/networks/{networkId}/sm/devices/move","networkId","ids, newNetwork, scope, serials, wifiMacs","ids, newNetwork","sm, configure, devices","sm.moveNetworkSmDevices","sm:config:write"
"GA","rebootNetworkSmDevices","Reboot a set of endpoints","https://developer.cisco.com/meraki/api-v1/reboot-network-sm-devices/","post","/networks/{networkId}/sm/devices/reboot","networkId","ids, kextPaths, notifyUser, rebuildKernelCache, requestRequiresNetworkTether, scope, serials, wifiMacs","ids","sm, configure, devices","sm.rebootNetworkSmDevices",""
"GA","shutdownNetworkSmDevices","Shutdown a set of endpoints","https://developer.cisco.com/meraki/api-v1/shutdown-network-sm-devices/","post","/networks/{networkId}/sm/devices/shutdown","networkId","ids, scope, serials, wifiMacs","ids","sm, configure, devices","sm.shutdownNetworkSmDevices",""
"GA","wipeNetworkSmDevices","Wipe a device","https://developer.cisco.com/meraki/api-v1/wipe-network-sm-devices/","post","/networks/{networkId}/sm/devices/wipe","networkId","id, pin, serial, wifiMac","id","sm, configure, devices","sm.wipeNetworkSmDevices","sm:config:write"
"GA","getNetworkSmDeviceCellularUsageHistory","Return the client's daily cellular data usage history","https://developer.cisco.com/meraki/api-v1/get-network-sm-device-cellular-usage-history/","get","/networks/{networkId}/sm/devices/{deviceId}/cellularUsageHistory","networkId, deviceId","","received, sent, ts","sm, monitor, devices, cellularUsageHistory","sm.getNetworkSmDeviceCellularUsageHistory","sm:telemetry:read"
"GA","getNetworkSmDeviceCerts","List the certs on a device","https://developer.cisco.com/meraki/api-v1/get-network-sm-device-certs/","get","/networks/{networkId}/sm/devices/{deviceId}/certs","networkId, deviceId","","certPem, deviceId, id, issuer, name, notValidAfter, notValidBefore, subject","sm, configure, devices, certs","sm.getNetworkSmDeviceCerts","sm:config:read"
"GA","getNetworkSmDeviceConnectivity","Returns historical connectivity data (whether a device is regularly checking in to Dashboard).","https://developer.cisco.com/meraki/api-v1/get-network-sm-device-connectivity/","get","/networks/{networkId}/sm/devices/{deviceId}/connectivity","networkId, deviceId, perPage, startingAfter, endingBefore","","firstSeenAt, lastSeenAt","sm, monitor, devices, connectivity","sm.getNetworkSmDeviceConnectivity","sm:telemetry:read"
"GA","getNetworkSmDeviceDesktopLogs","Return historical records of various Systems Manager network connection details for desktop devices.","https://developer.cisco.com/meraki/api-v1/get-network-sm-device-desktop-logs/","get","/networks/{networkId}/sm/devices/{deviceId}/desktopLogs","networkId, deviceId, perPage, startingAfter, endingBefore","","dhcpServer, dnsServer, gateway, ip, measuredAt, networkDevice, networkDriver, networkMTU, publicIP, subnet, ts, user, wifiAuth, wifiBssid, wifiChannel, wifiNoise, wifiRssi, wifiSsid","sm, monitor, devices, desktopLogs","sm.getNetworkSmDeviceDesktopLogs","sm:telemetry:read"
"GA","getNetworkSmDeviceDeviceCommandLogs","Return historical records of commands sent to Systems Manager devices","https://developer.cisco.com/meraki/api-v1/get-network-sm-device-device-command-logs/","get","/networks/{networkId}/sm/devices/{deviceId}/deviceCommandLogs","networkId, deviceId, perPage, startingAfter, endingBefore","","action, dashboardUser, details, name, ts","sm, monitor, devices, deviceCommandLogs","sm.getNetworkSmDeviceDeviceCommandLogs","sm:telemetry:read"
"GA","getNetworkSmDeviceDeviceProfiles","Get the installed profiles associated with a device","https://developer.cisco.com/meraki/api-v1/get-network-sm-device-device-profiles/","get","/networks/{networkId}/sm/devices/{deviceId}/deviceProfiles","networkId, deviceId","","deviceId, id, isEncrypted, isManaged, name, profileData, profileIdentifier, version","sm, configure, devices, deviceProfiles","sm.getNetworkSmDeviceDeviceProfiles","sm:config:read"
"GA","installNetworkSmDeviceApps","Install applications on a device","https://developer.cisco.com/meraki/api-v1/install-network-sm-device-apps/","post","/networks/{networkId}/sm/devices/{deviceId}/installApps","networkId, deviceId","appIds, force","","sm, configure, devices","sm.installNetworkSmDeviceApps",""
"GA","getNetworkSmDeviceNetworkAdapters","List the network adapters of a device","https://developer.cisco.com/meraki/api-v1/get-network-sm-device-network-adapters/","get","/networks/{networkId}/sm/devices/{deviceId}/networkAdapters","networkId, deviceId","","dhcpServer, dnsServer, gateway, id, ip, mac, name, subnet","sm, configure, devices, networkAdapters","sm.getNetworkSmDeviceNetworkAdapters","sm:config:read"
"GA","getNetworkSmDevicePerformanceHistory","Return historical records of various Systems Manager client metrics for desktop devices.","https://developer.cisco.com/meraki/api-v1/get-network-sm-device-performance-history/","get","/networks/{networkId}/sm/devices/{deviceId}/performanceHistory","networkId, deviceId, perPage, startingAfter, endingBefore","","c, cpuPercentUsed, diskUsage, memActive, memFree, memInactive, memWired, networkReceived, networkSent, space, swapUsed, ts, used","sm, monitor, devices, performanceHistory","sm.getNetworkSmDevicePerformanceHistory","sm:telemetry:read"
"GA","refreshNetworkSmDeviceDetails","Refresh the details of a device","https://developer.cisco.com/meraki/api-v1/refresh-network-sm-device-details/","post","/networks/{networkId}/sm/devices/{deviceId}/refreshDetails","networkId, deviceId","","","sm, configure, devices","sm.refreshNetworkSmDeviceDetails","sm:config:write"
"GA","getNetworkSmDeviceRestrictions","List the restrictions on a device","https://developer.cisco.com/meraki/api-v1/get-network-sm-device-restrictions/","get","/networks/{networkId}/sm/devices/{deviceId}/restrictions","networkId, deviceId","","profile, restrictions","sm, configure, devices, restrictions","sm.getNetworkSmDeviceRestrictions","sm:config:read"
"GA","getNetworkSmDeviceSecurityCenters","List the security centers on a device","https://developer.cisco.com/meraki/api-v1/get-network-sm-device-security-centers/","get","/networks/{networkId}/sm/devices/{deviceId}/securityCenters","networkId, deviceId","","antiVirusName, fireWallName, hasAntiVirus, hasFireWallInstalled, id, isAutoLoginDisabled, isDiskEncrypted, isFireWallEnabled, isRooted, runningProcs","sm, configure, devices, securityCenters","sm.getNetworkSmDeviceSecurityCenters","sm:config:read"
"GA","getNetworkSmDeviceSoftwares","Get a list of softwares associated with a device","https://developer.cisco.com/meraki/api-v1/get-network-sm-device-softwares/","get","/networks/{networkId}/sm/devices/{deviceId}/softwares","networkId, deviceId","","appId, bundleSize, createdAt, deviceId, dynamicSize, id, identifier, installedAt, iosRedemptionCode, isManaged, itunesId, licenseKey, name, path, redemptionCode, shortVersion, status, toInstall, toUninstall, uninstalledAt, updatedAt, vendor, version","sm, configure, devices, softwares","sm.getNetworkSmDeviceSoftwares","sm:config:read"
"GA","unenrollNetworkSmDevice","Unenroll a device","https://developer.cisco.com/meraki/api-v1/unenroll-network-sm-device/","post","/networks/{networkId}/sm/devices/{deviceId}/unenroll","networkId, deviceId","","success","sm, configure, devices","sm.unenrollNetworkSmDevice","sm:config:write"
"GA","uninstallNetworkSmDeviceApps","Uninstall applications on a device","https://developer.cisco.com/meraki/api-v1/uninstall-network-sm-device-apps/","post","/networks/{networkId}/sm/devices/{deviceId}/uninstallApps","networkId, deviceId","appIds","","sm, configure, devices","sm.uninstallNetworkSmDeviceApps",""
"GA","getNetworkSmDeviceWlanLists","List the saved SSID names on a device","https://developer.cisco.com/meraki/api-v1/get-network-sm-device-wlan-lists/","get","/networks/{networkId}/sm/devices/{deviceId}/wlanLists","networkId, deviceId","","createdAt, id, xml","sm, configure, devices, wlanLists","sm.getNetworkSmDeviceWlanLists","sm:config:read"
